상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
47031,22-12,팔도 뽀로로 보리차 220ml 24개,17500.0,22800.0,3000.0,0.0,0.0,,OFR28289110,SKU81574576
47032,22-11,팔도 뽀로로 밀크맛 235ml 24개,17700.0,23000.0,3000.0,0.0,0.0,,OFR31328883,SKU38670239
47033,22-13-01,귀여운 내친구 뽀로로 샤인머스켓맛 235ml 24개,17700.0,23000.0,3000.0,0.0,0.0,,OFR81802560,SKU40870809
47034,22-10,팔도 뽀로로 딸기맛 235ml 24개,17700.0,23000.0,3000.0,0.0,0.0,,OFR94415925,SKU51983773
47035,22-13,팔도 뽀로로 블루베리 235ml 24개,17900.0,23300.0,3000.0,0.0,0.0,,OFR43478947,SKU58465508
47036,22-11-01,팔도 뽀로로 사과맛 235ml 24개,17700.0,23000.0,3000.0,0.0,0.0,,OFR92665979,SKU32969654
47037,32-05,해태 코코팜 포도 238ml 72개,37700.0,49000.0,3000.0,0.0,0.0,,OFR68726653,SKU80047154
47038,32-21,해태 코코팜화이트 240ml 30캔,17000.0,22100.0,3000.0,0.0,0.0,,OFR65084668,SKU92782226
47039,27-05,롯데 솔의눈 240ml 30개,18400.0,23900.0,3000.0,0.0,0.0,,OFR35228102,SKU88420349
47040,28-20-01,동아제약 오란씨 오렌지맛 250ml 30개,12500.0,16300.0,3000.0,0.0,0.0,,OFR37558658,SKU16641093
47044,32-19-03,[99딜]해태 코코팜 포도 340ml 캔 24개,14900.0,19400.0,3000.0,0.0,0.0,,OFR42141906,SKU78879329
47045,32-19-04,해태 코코팜 화이트요구르트 캔 340ml 24개,14900.0,19400.0,3000.0,0.0,0.0,,OFR25745444,SKU79683916
47046,32-19-02,해태 코코팜 피치핑크 캔 340ml 24개,14800.0,19200.0,3000.0,0.0,0.0,,OFR58945035,SKU91422200
47051,29-30.,일화 한라봉에이드 350ml 캔 24개,11300.0,14700.0,3000.0,0.0,0.0,,OFR82992948,SKU93350794
47052,12-18-11,동원 쿨피스복숭아 350ml 24개,12700.0,16500.0,3000.0,0.0,0.0,,OFR20509030,SKU02000717
47054,26-27-02,웅진 티즐 제로 유자 그린티 500ml 20개,16970.0,21300.0,3000.0,0.0,0.0,,OFR70076709,SKU32682785
47055,23-29,웅진 자연은 토마토 500ml 20개,24100.0,31300.0,3000.0,0.0,0.0,,OFR74865391,SKU38844511
47057,28-53,현대 미에로화이바 1.2L 12개,16160.0,22200.0,3000.0,0.0,0.0,,OFR19378628,SKU48910995
47058,26-06,가야 당근 농장 1.5L 12개,30610.0,39400.0,3000.0,0.0,0.0,,OFR04332799,SKU09030928
47059,28-13,현대 헬씨 올리고 100ml 100병,42200.0,54900.0,3000.0,0.0,0.0,,OFR93779501,SKU22732577
47060,28-50,미에로화이바 100ml 100개,48700.0,63300.0,3000.0,0.0,0.0,,OFR12284375,SKU81982292
47061,20-10,광동 쌍화골드 100ml 100개,48000.0,48000.0,3000.0,0.0,0.0,,OFR57507827,SKU33618230
47062,28-31,동아제약 박카스F 120ml 50개,36000.0,46800.0,3000.0,0.0,0.0,,OFR30320748,SKU38387967
47064,35-08,참맑은 벌꿀 캔175ml 30개,9100.0,11800.0,3000.0,0.0,0.0,,OFR57129998,SKU50002800
