상품번호,합포량,채널
93384604487,36,
93384929655,42,
93384929650,41,
93384929656,40,
93384929660,32,
93384929659,39,
93384929672,31,
93384929662,30,
93384929637,38,
93384929629,29,
93384929676,28,
93384929644,27,
93384929667,37,
93384929665,26,
93384929647,48,
93384929633,36,
93384929651,25,
93384929641,24,
93384929645,35,
93384929684,47,
93384929648,23,
93384929654,46,
93384929666,34,
93384929677,22,
93384929658,19,
93384929628,16,
93384929670,20,
93384929678,13,
93384929664,17,
93384929652,18,
93384929649,14,
93384929673,15,
93384929671,11,
93384929642,12,
93384929653,8,
93384929681,9,
93384929683,10,
93384929657,6,
93384929634,7,
93384929674,3,
93384929635,4,
93384929632,5,
93384929675,1,
93384929640,2,
93384929646,44,
93384929679,33,
93384929682,43,
93384929669,45,
93384929661,21,
93374299127,11,
93374299117,12,
93374299123,1,
93374299116,2,
93374299109,3,
93374299124,4,
93374299111,5,
93374299128,6,
93374299126,7,
93374299121,8,
93374299120,9,
93374299112,10,
93374299108,13,
93374299110,14,
93374299129,15,
93374299115,16,
93374299130,17,
93374299122,18,
93374299107,19,
93374299119,22,
93374299125,23,
93374299114,24,
93374299118,20,
93374299113,21,
93384127430,18,
93384127439,9,
93384127434,10,
93384127438,17,
93384127449,15,
93384127442,14,
93384127436,8,
93384127444,11,
93384127433,1,
93384127452,2,
93384127440,3,
93384127435,4,
93384127446,5,
93384127445,6,
93384127443,7,
93384127441,12,
93384127453,13,
93384127431,16,
93384127437,19,
93384127432,22,
93384127451,21,
93384127448,23,
93384127450,20,
93384127447,24,
93385231565,10,
93385231562,9,
93385231566,8,
93385231573,7,
93385231567,6,
93385231570,5,
93385231568,4,
93385231563,3,
93385231561,2,
93385231564,1,
93381955662,17,
93381955661,16,
93381955643,1,
93381955660,12,
93381955655,11,
93381955656,8,
93381955642,7,
93381955653,2,
93381955657,5,
93381955644,4,
93381955666,21,
93381955658,3,
93381955649,13,
93381955663,14,
93381955668,15,
93381955651,18,
93381955659,19,
93381955645,20,
93381955650,22,
93381955654,23,
93381955652,24,
93381955647,10,
93381955648,9,
93381955646,6,
93383858222,2,
93383858236,1,
93383858225,6,
93383858237,17,
93383858224,16,
93383858233,3,
93383858242,7,
93383858230,4,
93383858239,5,
93383858240,8,
93383858223,10,
93383858229,13,
93383858241,14,
93383858238,15,
93383858220,18,
93383858227,19,
93383858235,24,
93383858228,9,
93383858221,11,
93383858219,12,
93383858231,20,
93383858226,21,
93383858234,22,
93383858232,23,
93374429600,11,
93374429596,15,
93374429594,3,
93374429607,1,
93374429598,24,
93374429603,22,
93374429601,16,
93374429585,4,
93374429588,5,
93374429609,6,
93374429589,7,
93374429595,8,
93374429591,9,
93374429604,10,
93374429587,12,
93374429593,13,
93374429605,14,
93374429610,18,
93374429592,2,
93374429608,17,
93374429599,19,
93374429590,20,
93374429606,21,
93374429586,23,
93385012278,32,
93385012324,31,
93385012275,30,
93385012259,29,
93385012295,28,
93385012313,19,
93385012283,20,
93385012266,27,
93385012277,18,
93385012261,26,
93385012294,16,
93385012260,17,
93385012274,25,
93385012284,14,
93385012303,13,
93385012262,11,
93385012280,24,
93385012293,12,
93385012281,9,
93385012263,10,
93385012264,45,
93385012290,23,
93385012288,8,
93385012279,6,
93385012265,7,
93385012272,22,
93385012276,5,
93385012318,4,
93385012298,3,
93385012273,2,
93385012268,1,
93385012285,48,
93385012330,47,
93385012289,46,
93385012267,15,
93385012270,43,
93385012291,38,
93385012297,39,
93385012292,42,
93385012287,40,
93385012296,33,
93385012286,34,
93385012271,21,
93385012269,35,
93385012302,36,
93385012282,37,
93385012329,41,
93385012299,44,
93384552745,22,
93384552743,10,
93384552765,3,
93384552768,11,
93384552759,4,
93384552769,23,
93384552744,8,
93384552754,9,
93384552773,12,
93384552772,13,
93384552762,14,
93384552757,15,
93384552770,17,
93384552761,18,
93384552771,19,
93384552752,20,
93384552758,1,
93384552764,2,
93384552763,5,
93384552749,6,
93384552753,7,
93384552746,16,
93384552767,21,
93384552751,24,
93384346068,6,
93384346061,5,
93384346050,9,
93384346051,10,
93384346069,24,
93384346065,3,
93384346058,8,
93384346064,4,
93384346066,22,
93384346071,23,
93384346060,13,
93384346046,12,
93384346062,19,
93384346073,2,
93384346070,7,
93384346067,11,
93384346053,14,
93384346054,15,
93384346072,16,
93384346049,17,
93384346044,18,
93384346063,20,
93384346048,21,
93384346045,1,
93384186592,20,
93384186591,3,
93384186581,2,
93384186595,1,
93384186596,8,
93384186586,9,
93384186597,16,
93384186594,15,
93384186608,10,
93384186585,18,
93384186599,19,
93384186589,11,
93384186606,12,
93384186602,13,
93384186584,14,
93384186593,17,
93384186583,22,
93384186590,23,
93384186579,24,
93384186582,6,
93384186580,5,
93384186578,7,
93384186587,4,
93384186588,21,
93384307777,16,
93384307766,15,
93384307771,23,
93384307779,22,
93384307765,10,
93384307781,9,
93384307768,24,
93384307767,4,
93384307782,6,
93384307763,3,
93384307786,5,
93384307773,20,
93384307774,21,
93384307764,12,
93384307778,19,
93384307785,1,
93384307775,11,
93384307769,17,
93384307784,18,
93384307783,2,
93384307770,7,
93384307780,8,
93384307772,14,
93384307776,13,
93374251970,1,
93374251983,5,
93374251985,6,
93374251971,7,
93374251977,8,
93374251979,10,
93374251980,11,
93374251990,12,
93374251978,13,
93374251987,14,
93374251981,15,
93374251995,16,
93374251986,17,
93374251989,18,
93374251974,19,
93374251988,20,
93374251973,21,
93374251994,22,
93374251982,23,
93374251975,24,
93374251972,2,
93374251969,1,
93374251993,4,
93374251976,9,
93374194042,1,
93374194035,2,
93374194056,3,
93374194053,4,
93374194026,5,
93374194047,6,
93374194049,7,
93374194036,8,
93374194060,9,
93374194064,10,
93374194052,11,
93374194040,12,
93374194044,13,
93374194037,14,
93374194046,15,
93374194027,16,
93374194041,17,
93374194031,18,
93374194048,19,
93374194043,20,
93374194032,21,
93374194045,22,
93374194058,23,
93374194068,24,
93374228618,1,
93374228609,2,
93374228599,3,
93374228603,4,
93374228619,5,
93374228614,6,
93374228606,7,
93374228608,8,
93374228604,9,
93374228598,10,
93374228617,11,
93374228612,12,
93374228597,13,
93374228616,14,
93374228602,15,
93374228601,16,
93374228607,17,
93374228605,18,
93374228613,19,
93374228611,20,
93374228615,21,
93374228600,22,
93374228610,23,
93374228620,24,
93374329651,6,
93374329659,7,
93374329661,14,
93374329639,15,
93374329643,18,
93374329640,16,
93374329656,12,
93374329649,13,
93374329653,19,
93374329652,23,
93374329655,1,
93374329647,3,
93374329646,5,
93374329641,8,
93374329662,10,
93374329642,11,
93374329654,17,
93374329644,20,
93374329648,21,
93374329660,22,
93374329657,2,
93374329658,4,
93374329650,9,
93374329645,24,
93384096043,15,
93384096051,13,
93384096044,14,
93384096042,21,
93384096047,22,
93384096039,20,
93384096030,12,
93384096036,16,
93384096046,4,
93384096032,3,
93384096048,23,
93384096050,2,
93384096031,7,
93384096049,8,
93384096052,9,
93384096038,17,
93384096035,18,
93384096040,19,
93384096037,24,
93384096033,1,
93384096041,5,
93384096045,6,
93384096034,10,
93384096029,11,
93381980783,24,
93381980788,23,
93381980767,22,
93381980787,10,
93381980785,12,
93381980769,11,
93381980775,9,
93381980773,1,
93381980771,2,
93381980777,3,
93381980786,6,
93381980774,7,
93381980770,8,
93381980790,13,
93381980780,18,
93381980778,19,
93381980768,21,
93381980776,20,
93381980782,4,
93381980772,5,
93381980784,14,
93381980789,15,
93381980781,16,
93381980779,17,
93385315230,1,
93385315229,2,
93385315232,3,
93385315231,4,
93385065871,1,
93385065869,2,
93385065898,3,
93385065886,4,
93385065896,5,
93385065881,6,
93385065889,7,
93385065882,8,
93385065887,9,
93385065895,10,
93385065892,11,
93385065876,12,
93385065880,13,
93385065883,14,
93385065875,15,
93385065888,16,
93385065916,17,
93385065877,18,
93385065873,19,
93385065915,20,
93385065909,21,
93385065914,22,
93385065884,23,
93385065878,24,
93385065907,25,
93385065874,26,
93385065910,27,
93385065890,28,
93385065899,29,
93385065870,30,
93385065897,31,
93385065894,32,
93385065872,33,
93385065902,34,
93385065885,35,
93385065906,36,
93385065904,37,
93385065900,38,
93385065891,39,
93385065905,40,
93385065893,41,
93385065903,42,
93385065901,43,
93385065911,44,
93385065912,45,
93385065913,46,
93385065908,47,
93385065879,48,
212643,0.3333333333333333,
212648,0.16666666666666666,
212657,0.3333333333333333,
212652,0.3333333333333333,
212649,0.2,
212650,0.2,
212653,0.3333333333333333,
212644,0.25,
212651,0.2,
212635,0.25,
212642,0.3333333333333333,
212655,0.25,
212656,0.25,
212639,0.3333333333333333,
212654,0.2,
212647,0.16666666666666666,
212658,0.125,
212646,0.2,
212634,0.3333333333333333,
212636,0.25,
212637,0.25,
212633,0.2,
212632,0.2,
212631,0.25,
212630,0.2,
212640,0.3333333333333333,
212638,0.25,
212645,0.2,
215145,0.25,
215146,0.2,
215147,0.2,
215148,0.25,
215149,0.25,
215150,0.3333333333333333,
215158,0.2,
215159,0.25,
215160,0.2,
215161,0.2,
215162,0.3333333333333333,
215163,0.25,
215164,0.25,
215165,0.25,
215166,0.25,
215167,0.3333333333333333,
215168,0.3333333333333333,
215169,0.3333333333333333,
215170,0.3333333333333333,
215171,0.25,
215172,0.2,
215173,0.2,
215174,0.16666666666666666,
215175,0.16666666666666666,
215176,0.2,
215177,0.2,
215178,0.2,
215179,0.3333333333333333,
215180,0.3333333333333333,
215181,0.2,
215182,0.25,
215183,0.25,
215184,0.3333333333333333,
215185,0.125,
215186,0.25,
215187,0.2,
215188,0.2,
215189,0.25,
215190,0.25,
215191,0.3333333333333333,
93485251376,0.25,
93485251377,0.5,
93485251379,0.75,
93485226527,0.25,
93485226528,0.5,
93485226529,0.75,
93485208427,0.2,
93485208430,0.4,
93485208426,0.6,
93485208431,0.8,
93485198196,0.2,
93485198194,0.4,
93485198197,0.6,
93485198193,0.8,
93485227632,0.2,
93485227634,0.4,
93485227637,0.6,
93485227635,0.8,
5874787960,0.25,
5874812295,0.25,
5874788141,0.3333,
5874812240,0.3333,
5874788178,0.25,
5874812239,0.25,
5874787958,0.2,
5874812194,0.2,
5874788044,0.2,
5874812195,0.2,
5874788054,0.25,
5874812196,0.25,
93485287022,0.75,
93485287021,0.5,
93485287020,0.25,
93485350578,0.333,
93485350586,0.666,
P0000BAY,0.2,
P0000BAZ,0.25,
P0000BBA,0.2,
P0000BBB,0.25,
P0000BBC,0.2,
P0000BBD,0.2,
P0000BBE,0.2,
P0000BBF,0.3333333333333333,
P0000BBG,0.25,
P0000BBH,0.3333333333333333,
P0000BBI,0.3333333333333333,
P0000BBJ,0.25,
P0000BBK,0.25,
P0000BBL,0.25,
P0000BBM,0.25,
P0000BBN,0.2,
P0000BBO,0.2,
P0000BBP,0.16666666666666666,
P0000BBQ,0.16666666666666666,
P0000BBR,0.2,
P0000BBS,0.2,
P0000BBT,0.2,
P0000BBU,0.3333333333333333,
P0000BBV,0.3333333333333333,
P0000BBW,0.2,
P0000BBX,0.25,
P0000BBY,0.25,
P0000BBZ,0.3333333333333333,
P0000BCA,0.3333333333333333,
P0000BCB,0.3333333333333333,
P0000BCC,0.125,
P0000BCD,0.25,
P0000BCE,0.25,
P0000BCF,0.3333333333333333,
P0000BCG,0.2,
P0000BCH,0.25,
93563427380,0.8333333333333333,
93563358249,0.8333333333333333,
93563314762,0.8,
93563401056,0.8,
93563131583,0.8,
93563302103,0.8,
93563341717,0.8,
93563208672,0.8,
93563194152,0.8,
93563280606,0.75,
93563023611,0.75,
93562989829,0.75,
93563391773,0.75,
93563264960,0.75,
93563051070,0.75,
93563010564,0.6666666666666666,
93563419523,0.6666666666666666,
93563063716,0.6666666666666666,
93563427381,0.6666666666666666,
93563173458,0.6666666666666666,
93563408866,0.6666666666666666,
93563358250,0.6666666666666666,
93563314760,0.6000000000000001,
93563401055,0.6000000000000001,
93563302101,0.6000000000000001,
93563131584,0.6000000000000001,
93563341719,0.6000000000000001,
93563208671,0.6000000000000001,
93563194154,0.6000000000000001,
93563280605,0.5,
93563427379,0.5,
93563391772,0.5,
93562989830,0.5,
93563358248,0.5,
93563023612,0.5,
93563264959,0.5,
93563051067,0.5,
93563314761,0.4,
93563401057,0.4,
93563302102,0.4,
93563131585,0.4,
93563341716,0.4,
93563208676,0.4,
93563194153,0.4,
93563427382,0.3333333333333333,
93563358246,0.3333333333333333,
93563657359,0.5,
93563657360,0.75,
1005009943370521,0.2,
1005009943356500,0.2,
1005009943259845,0.3333333333333333,
1005009943251890,0.3333333333333333,
1005009943395385,0.25,
1005009943428343,0.2,
1005009943250846,0.25,
1005009943250809,0.125,
1005009943444204,0.3333333333333333,
220336,2,
220625,2,
215982,0.25,
215957,0.25,
739375,2,
739371,2,
739366,2,
739373,2,
215985,0.333,
216736,0.2,
216738,0.2,
1005010793311780,0.2,
1005010793459387,0.25,
1005010793390479,0.3333,
1005010793399448,0.2,
1005010803425192,0.25,
234265,0.25,
234267,0.25,
234268,0.25,
234269,0.25,
P0000BCK,0.2,
6516295192,0.3333333333333333,esm
6516295236,0.25,esm
6516295319,0.2,esm
6516295231,0.3333333333333333,esm
95917304236,0.3333333333333333,coupang
95917304218,0.6666666666666666,coupang
95917304156,0.25,coupang
95917304090,0.5,coupang
95917304064,0.75,coupang
95917304019,0.2,coupang
95917303721,0.4,coupang
95917303698,0.6,coupang
95917303676,0.8,coupang
95917303572,0.3333333333333333,coupang
95917303549,0.6666666666666666,coupang
296921,0.3333333333333333,cashnote
296922,0.25,cashnote
296923,0.2,cashnote
296924,0.3333333333333333,cashnote
94598152325,0.25,coupang
94597949385,0.25,coupang
P0000BCS,0.3333333333333333,
P0000BCT,0.25,
P0000BCU,0.2,
P0000BCV,0.3333333333333333,
P0000BCW,0.3333333333333333,
P0000BCX,0.2,
P0000BCY,0.3333333333333333,
P0000BCZ,0.3333333333333333,
P0000BDA,0.16666666666666666,
P0000BDB,0.25,
P0000BDC,0.25,
P0000BDD,0.25,
P0000BDE,0.3333333333333333,
P0000BDF,0.2,
P0000BDG,0.25,
P0000BDH,0.2,
P0000BDI,0.3333333333333333,
P0000BDJ,0.25,
P0000BDK,0.3333333333333333,
P0000BDL,0.3333333333333333,
P0000BDM,0.3333333333333333,
P0000BDN,0.25,
P0000BDO,0.25,
P0000BDP,0.25,
P0000BDQ,0.2,
P0000BDR,0.2,
P0000BDS,0.25,
P0000BDT,0.3333333333333333,
P0000BDU,0.3333333333333333,
P0000BDV,0.2,
P0000BDW,0.3333333333333333,
P0000BDX,0.2,
P0000BDY,0.2,
P0000BDZ,0.25,
P0000BEA,0.25,
P0000BEB,0.3333333333333333,
P0000BEC,0.2,
P0000BED,0.16666666666666666,
P0000BEE,0.16666666666666666,
P0000BEF,0.2,
P0000BEG,0.2,
P0000BEH,0.2,
P0000BEI,0.3333333333333333,
P0000BEJ,0.3333333333333333,
P0000BEK,0.25,
P0000BEL,0.3333333333333333,
P0000BEM,0.16666666666666666,
P0000BEN,0.25,
P0000BEO,0.25,
P0000BEP,0.2,
6533878234,0.3333333333333333,esm
6533878261,0.16666666666666666,esm
95973798230,0.8333,coupang
95973798234,0.6667,coupang
95973798292,0.3333,coupang
95973798293,0.5,coupang
95973798323,0.1667,coupang
95973798352,0.6667,coupang
95973798369,0.3333,coupang
