대분류명,중분류명,소분류명,상품코드,관리코드,상품명,규격,박스내품,매입단가,박스매입단가,매출단가,박스매출단가,매익률,최종재고,박스,낱개,최대 주문수량,긴글비고,판매자관리코드,SKU코드
기본 대분류,통조림-C동,청정원,003410,01-17-01,(낱개)청정원NH-2호/세트,1 세트,1,18800,18800,23000,23000,0.2234,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,003411,15-71,(낱개)백설갈색설탕1k*20입,,1,1530,1530,1700,1700,0.1111,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,003413,15-29.,#스팸(클래식340*3+클래식200*2),(클래식340*3+클래식200*2)*8,8,12850,102800,14375,115000,0.1187,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,003414,15-26,#스팸(대)클래식32입,340*32,32,3000,96000,3500,112000,0.1667,0,0,,0,,,
기본 대분류,세제외-A동,청정원,003415,61-53.,순창재래식안심생된장2K,2kg*6,6,4400,26400,5000,30000,0.1364,0,0,,0,,,
기본 대분류,세제외-A동,샘표,003416,03-22,#샘표진간장금F-3  1.8 (52),1.8L*6,6,5900,35400,7000,42000,0.1864,0,0,0,0,,,
기본 대분류,세제외-A동,샘표,003417,03-17,#샘표진간장[S] 1.8(52),1.8L*6,6,3500,21000,4166,24996,0.1903,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003418,15-24,#[낱개]스팸클래식 340g*1캔,340g*1캔,1,2600,2600,3200,3200,0.2308,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,003419,15-22-01,#[낱개]스팸클래식 200g*1캔,200g*1캔,1,1700,1700,2400,2400,0.4118,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003420,15-23-01,#[낱개]스팸마일드 340g*1캔,340g*1캔,1,3500,3500,3500,3500,0,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,003421,45-15,#[낱개]스팸마일드 200g*1캔,200g*1캔,1,1730,1730,2100,2100,0.2139,0,0,,0,,,
기본 대분류,통조림-C동,CJ제일제당,003422,15-05,스팸1.81kg(덕용)/98,1.81kg*6,6,20000,120000,26000,156000,0.3,78,13,0,0,,,
기본 대분류,음료-B동,광동제약,003424,20-20-01,광동 돼지감자차 500ml,500ml*24,24,650,15600,791,18984,0.2169,0,0,0,0,,,
기본 대분류,세제외-A동,류씨네,003426,80-24, 류씨네 볶음통참깨1kg(외국산),1kg*10,10,5500,55000,9310,93100,0.6927,650,65,0,0,,,
기본 대분류,세제외-A동,류씨네,003427,80-26,★면세 류씨네 고추가루 김치용 (중국산) 2.5kg,(2.5kg*4),4,18250,73000,25000,100000,0.3699,17,4,1,0,,,
기본 대분류,세제외-A동,류씨네,003428,80-25,★면세 류씨네 건고추 (베트남)1kg,(1kg*5),5,11000,55000,16500,82500,0.5,0,0,0,0,,,
기본 대분류,음료-B동,하이트진로,003429,25-50-07,진로토닉워터제로 (104) 300ml,300ml*24,24,620.835,14900.04,729.1667,17500.0008,0.1745,2112,88,0,0,,,
기본 대분류,세제외-A동,애경,003430,81-43,애경 울샴푸 1.4(리필),1.4*9,9,3666.6667,33000.0003,4177.7778,37600.000199999995,0.1394,0,0,0,0,,,
기본 대분류,통조림-C동,기타,003431,200-05-03,랩(산업용) (48),15*500*350,1,24750,24750,36500,36500,0.4747,997,997,0,0,,,
기본 대분류,음료-B동,광동제약,003432,81-31-01,광동흑미차340,340ml*20,20,490,9800,700,14000,0.4286,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,003433,81-40,동아 모닝케어 D 100ml(신형),100ml*50,5,15000,75000,19000,95000,0.2667,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003434,81-36,동원 식용유1.8L(64),1.8L*6,6,3700,22200,5000,30000,0.3514,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003436,27-45-03/02,칸타타 콜드브루 블랙 275ml / 카라멜 마키아토 275ml,39,0,0,0,0,0,0,0,0,0,0,,,
기본 대분류,기타,기타,003442,00,A타입 택배비-1970,,1,0,0,0,0,0,0,0,0,0,,,
기본 대분류,기타,기타,003443,00-11,B타입 택배비-2570,,1,0,0,0,0,0,0,0,0,0,,,
기본 대분류,기타,기타,003444,00-12,C타입 택배비-3000,,1,3000,3000,3000,3000,0,-826101,-826101,0,0,,,
기본 대분류,기타,기타,003445,00-13,택배비-5000,,1,5000,5000,5000,5000,0,-85,-85,0,0,,,
기본 대분류,음료-B동,동원음료,003446,12-01,동원보성녹차 350 (88)/사용정지,350ml*20,20,435,8700,600,12000,0.3793,0,0,,0,,,
기본 대분류,음료-B동,동원음료,003447,12-37,동원옥수수수염차340 (99),340ml*24,24,375,9000,500,12000,0.3333,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003448,15-03-06,스팸기획200(클4+마2)*8/64,(클200g*4+마200g*2)*8,48,2400,115200,3300,158400,0.375,3600,75,0,0,,,
기본 대분류,세제외-A동,큐원삼양,003449,15-60-04,큐원하얀설탕5K(42),5K*4,4,5125,20500,7000,28000,0.3659,0,0,0,0,,,
기본 대분류,세제외-A동,큐원삼양,003450,15-60-05,큐원갈색설탕5K(42),5K*4,4,5375,21500,7500,30000,0.3953,0,0,0,0,,,
기본 대분류,음료-B동,남양유업,003451,21-03..,남양프렌치카페컵화이트컵,200ml*10,10,760,7600,1100,11000,0.4474,0,0,0,0,,,
기본 대분류,음료-B동,남양유업,003452,21-07-01,남양17차헛개340,340ml*20,20,450,9000,650,13000,0.4444,0,0,,0,,,
기본 대분류,음료-B동,그래미,003453,25-59-01,여명캔808 (단종),119*96,96,2427.0833,232999.99679999996,2812.5,270000,0.1588,0,0,,0,,,
기본 대분류,음료-B동,가야웅진,003454,26-04-01,가야토마토 1.5(정성담은),1.5*12,12,1391.6667,16700.0004,1833.3333,21999.9996,0.3174,0,0,,0,,,
기본 대분류,음료-B동,가야웅진,003455,26-05-01,가야당근병180 24입,180*24,24,416.6667,10000.0008,583.3333,13999.9992,0.4,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003456,27-107-02,롯데 잔치집식혜340뚱,340*24,24,362.5,8700,500,12000,0.3793,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003457,27-52,펩시콜라500,500ml*20,20,904.3,18086,1100,22000,0.2164,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003458,27-76-02,롯데/복분자175(143),175ml*30,30,166.6667,5000.001,233.3333,6999.999,0.4,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003459,27-78-02,롯데/고향집식혜175,175ml*30,30,226.6667,6800.001,333.3333,9999.999,0.4706,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003460,27-91-01,립톤스파클링복숭아뚱캔340,340*24,24,383.3333,9199.9992,541.6667,13000.0008,0.413,-4,0,-4,0,,,
기본 대분류,음료-B동,일화,003461,29-06-01,초정탄산수 500*24입,500*24,24,479.1667,11500.0008,625,15000,0.3043,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003462,31-01-11,코카콜라코크라이트250,250ml*30,30,740,22200,933,27990,0.2608,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003463,31-28-06,암바사뚱캔 345,345ml*24,24,563.4167,13522.0008,687.5,16500,0.2202,72,3,0,0,,,
기본 대분류,음료-B동,호연당,003464,34-01,호연당 꿀물병 180 (56)-단종,180ml*48병,48,375,18000,520.8333,24999.9984,0.3889,0,0,0,0,,,
기본 대분류,세제외-A동,오뚜기,003465,39-91-02,진비빔면 [멀티],,40,462.5,18500,550,22000,0.1892,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003466,45-18,스팸8K호 / 5세트-(BOX),클래식6+마일드3,5,25000,125000,30000,150000,0.2,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003467,45-18-01,[낱개]스팸8K호(1set),클래식6+마일드3,1,21000,21000,26000,26000,0.2381,0,0,0,0,,,
기본 대분류,음료-B동,HK이노앤,003468,55-02-02,헛개 컨디션 120ml,,100,1210,121000,1500,150000,0.2397,0,0,0,0,,,
기본 대분류,음료-B동,CJ제일제당,003469,55-06,한뿌리(인삼)120ml(60),(10*3set),3,12000,36000,15000,45000,0.25,0,0,0,0,,,
기본 대분류,음료-B동,CJ제일제당,003470,55-07,한뿌리(홍삼)120ml(60),(10*3set),3,15000,45000,20000,60000,0.3333,0,0,0,0,,,
기본 대분류,음료-B동,CJ제일제당,003471,55-07-01,[낱개]한뿌리홍삼120ml,(10*1set),1,16500,16500,20000,20000,0.2121,0,0,0,0,,,
기본 대분류,음료-B동,가야웅진,003472,81-35,가야알로에펫340,340ml*24,24,659.7083,15832.9992,791.6667,19000.0008,0.2,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,003473,81-37,동서오레오딸기크림100g,(100g*24),24,720.8333,17299.9992,833.3333,19999.9992,0.1561,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,003474,81-38,동서 오레오화이트크림100g,(100g*24),24,791.6667,19000.0008,1166.6667,28000.0008,0.4737,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,003475,81-39,동서 오레오쵸코크림100g,(100g*24),24,720.8333,17299.9992,833.3333,19999.9992,0.1561,0,0,0,0,,,
기본 대분류,음료-B동,가야웅진,003476,81-42,가야 제주감귤340,340ml*24,24,500,12000,666.6667,16000.0008,0.3333,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,003477,81-44,★면세★ 백설 하선정멸치액젓 골드 2.5kg(52),2.5kg*6,6,9050,54300,11000,66000,0.2155,0,0,0,0,,,
기본 대분류,통조림-C동,동원에프앤비,003478,81-45,동원 리챔트러플 300g,300g*24,24,2050,49200,3333,79992,0.6259,0,0,0,0,,,
기본 대분류,음료-B동,해태음료,003479,81-46,해태 흑당밀크티270ml,270*24,24,1000,24000,1595,38280,0.595,0,0,0,0,,,
기본 대분류,음료-B동,해태음료,003480,81-47,해태 흑당 카페라떼270ml,270*24,24,1000,24000,1595,38280,0.595,0,0,0,0,,,
기본 대분류,통조림-C동,엘지,003481,81-48,엘지생활의품격Y호(엘지3호)/5세트(BOX)/32,1세트*5,5,11000,55000,11667,58335,0.0606,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003482,81-49,매일두유99.9 190ml,190ml*24,24,567.5833,13621.9992,750,18000,0.3214,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003483,81-50,매일/ 뼈로가는칼슘365두유190,190ml*24,24,220,5280,333,7992,0.5136,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003484,81-51,매일/뼈로가는고칼슘검은콩두유190,190ml*24,24,378.4,9081.599999999999,437.5,10500,0.1562,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003485,81-52,매일/요미주스과일믹스125,(125ml*3)*8,24,594,14256,833,19992,0.4024,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003486,81-53,매일/요미주스사과배125,(125ml*3)*8,24,594,14256,833,19992,0.4024,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003487,81-54,매일/요미주스 사과배포도125,(125ml*3)*8,24,594,14256,833,19992,0.4024,0,0,0,0,,,
기본 대분류,세제외-A동,헨켈(퍼실),003488,81-55,퍼실 젤컬러 3L(72),(3L*6),6,8000,48000,10000,60000,0.25,0,0,0,0,,,
기본 대분류,음료-B동,해태음료,003489,81-56,해태아침에사과500,(500*20),20,1167,23340,1455,29100,0.2468,0,0,,0,,,
기본 대분류,음료-B동,해태음료,003490,81-57,갈아만든배사이다 500,500ml*24,24,1068.8333,25651.9992,1350,32400,0.2631,288,12,0,0,,,
기본 대분류,세제외-A동,기타,003491,81-58,에탄올워셔액(유니켐) (60),1.8L*8,8,1402.5,11220,1862.5,14900,0.328,776,97,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003492,81-59,립톤500 (6본),500ml*6,6,722,4332,1166,6996,0.615,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003494,81-61,초가을우엉차500(24입),500ml*24,24,684,16416,850,20400,0.2427,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003495,81-62,오늘의차황금보리500(6입),500ml*6,6,590,3540,1333,7998,1.2593,0,0,0,0,,,
기본 대분류,음료-B동,해태음료,003496,81-63,해태 갈아만든배500,500ml*24,24,1135.9097,27261.832799999996,1400,33600,0.2325,408,17,0,0,,,
기본 대분류,음료-B동,매일유업,003497,81-64,★면세★ 매일 상하목장유기농우유200ml,200ml*24,24,790,18960,916,21984,0.1595,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003498,81-65,★면세★ 매일 상하목장유기농우유125ml,(125*4)*6,24,680,16320,833.353,20000.471999999998,0.2255,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003499,81-66,매일 두유고단백190ml,190ml*24,24,739.1667,17740.0008,854.1667,20500.0008,0.1556,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003500,81-67,매일두유 오리지널190ml,190ml*24,24,567.5833,13621.9992,750,18000,0.3214,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003501,81-68,매일 두유초콜릿190ml (단종),190ml*24,24,283.8333,6811.9992,566.6667,13600.0008,0.9965,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003502,81-69,매일 두유검은콩 190ml,190ml*24,24,378.4167,9082.0008,566.6667,13600.0008,0.4975,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003503,81-70,매일 아몬드브리즈언스위트 190ml,190ml*24,24,506,12144,625,15000,0.2352,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003504,81-71,매일두유99.9 950ml,950ml*12,12,1742,20904,2375,28500,0.3634,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,003505,81-72,광동 타우린2000 120ml,120ml*100,100,350,35000,386,38600,0.1029,0,0,0,0,,,
기본 대분류,기타,기타,003518,00-14,택배비 도서지역-7000,,1,0,0,0,0,0,0,0,0,0,,,
기본 대분류,세제외-A동,샘표,003519,03-17-02,샘표진간장[S] 1.7(64),1.7L*6,6,3520,21120,4250,25500,0.2074,1344,224,0,0,,,
기본 대분류,세제외-A동,샘표,003520,03-18-07,★면세★ 샘표양조간장 701 1.7L (64),1.7L*6,6,7000,42000,15000,90000,1.1429,0,0,0,0,,,
기본 대분류,통조림-C동,CJ제일제당,003521,08-28-02,백설콩식용유1.5L,1.5L*12,12,3400,40800,5000,60000,0.4706,0,0,0,0,,,
기본 대분류,통조림-C동,동원에프앤비,003522,11-19-01,동원참치기획DHA100g(80입),(100g*4)*20,80,1030,82400,1400,112000,0.3592,0,0,0,0,,,
기본 대분류,통조림-C동,롯데,003523,16-24-00,[낱개] 롯데 프리미엄 복합4호 (set),1set,1,18000,18000,33000,33000,0.8333,0,0,0,0,,,
기본 대분류,음료-B동,팔도,003524,22-13-01,뽀로로 샤인머스켓 (117),235ml*24,24,650,15600,816.6667,19600.0008,0.2564,1536,64,0,0,,,
기본 대분류,음료-B동,팔도,003525,22-23-08,팔도 왕뚜껑 봉지(32입),130*32,32,568.5313,18193.0016,649,20768,0.1415,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003526,22-70,오늘의차 아침헛개 500,500ml*20,20,595,11900,730,14600,0.2269,0,0,0,0,,,
기본 대분류,통조림-C동,동서식품,003527,24-11-01,맥심모카골드기획50T (3+1)*4 (50입 16케이스),(3+1)*4,4,18000,72000,30000,120000,0.6667,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003528,25-17-05,★면세★ 매일/오리지널 멸균우유200,200ml*24,24,480,11520,541,12984,0.1271,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003529,25-17-06,매일/멸균 딸기우유200,200ml*24,24,431.25,10350,500,12000,0.1594,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003530,31-03-07,몬스터 망고로코 (하늘)355,355ml*24,24,1204.5417,28909.0008,1491.6667,35800.0008,0.2384,-1656,-69,0,0,,,
기본 대분류,세제외-A동,호연당,003531,34-05,호연당 찰당면 500g/40,500g*20,20,1300,26000,1600,32000,0.2308,0,0,0,0,,,
기본 대분류,세제외-A동,호연당,003532,34-05-01,호연당 찰당면 1kg/40,1kg*10,10,2500,25000,3200,32000,0.28,0,0,0,0,,,
기본 대분류,세제외-A동,호연당,003533,34-05-02,호연당 찰당면 13kg/40,13kg*1,1,28000,28000,37000,37000,0.3214,0,0,0,0,,,
기본 대분류,세제외-A동,우진,003534,36-83-07,우진종이컵 (72),(6.5온스*20),20,365,7300,440,8800,0.2055,0,0,0,0,,,
기본 대분류,세제외-A동,해표,003535,41-18-01,해표 식용유 1.5L(48),1.5L*8,8,3850,30800,4100,32800,0.0649,0,0,0,0,,,
기본 대분류,음료-B동,팔도,003536,81-07-01,뿌요소다 (소다) 245,(245*24),24,437.5,10500,625,15000,0.4286,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,003537,81-41,동아 모닝케어 D 1각(10병),(100ml*10병),10,1120,11200,1500,15000,0.3393,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003538,27-45-07-02,칸타타 콘트라베이스 디카페인 블랙500ml,500ml*24,24,1019.375,24465,1305,31320,0.2802,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003544,81-73,★면세★ 수삼한채(750g),(750*1),1,23500,23500,30000,30000,0.2766,0,0,0,0,,,
기본 대분류,통조림-C동,남양유업,003548,5,프렌치카페커피믹스 150T+20T(40),5,4,10900,43600,15000,60000,0.3761,0,0,0,0,,,
기본 대분류,통조림-C동,남양유업,003549,6,프렌치카페커피믹스 180T+20T(30),6,4,13850,55400,17500,70000,0.2635,0,0,0,0,,,
기본 대분류,통조림-C동,남양유업,003550,7,맥심 부드러운블랙 100T 모카,7,8,8300,66400,10625,85000,0.2801,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003551,81-74,★면세★ 수삼두채/ 박스,(1.5*1),1,80000,80000,103000,103000,0.2875,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003552,81-75,★면세★ 수삼한채(750g)소/대난,(750*1),1,23500,23500,36000,36000,0.5319,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003553,80-06,칸타타 프리미엄라떼275(노랑)(99)/24입,(6본*4),24,849.2917,20383.0008,1275,30600,0.5013,31356,1306,12,0,,,
기본 대분류,음료-B동,롯데칠성음료,003554,80-07,칸타타 스위트아메리카노275(빨강)(88)/24입,(6본*4),24,849.2917,20383.0008,1275,30600,0.5013,29064,1211,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003555,80-08,칸타타 콜드브루블랙275(88)/24입,(6본*4),24,917.7917,22027.0008,1390,33360,0.5145,7680,320,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003556,80-09,칸타타 카라멜마끼아또275(주황)(99)/24입,(6본*4),24,849.2917,20383.0008,1275,30600,0.5013,-216,-9,0,0,,,
기본 대분류,세제외-A동,큐원삼양,003557,81-80,삼양불닭볶음면(멀티),(5입*8),40,693,27720,800,32000,0.1544,0,0,0,0,,,
기본 대분류,세제외-A동,큐원삼양,003558,81-81,삼양까르보불닭볶음면(멀티),(4입*8),32,900,28800,1000,32000,0.1111,0,0,0,0,,,
기본 대분류,세제외-A동,샘표,003559,81-82,샘표진간장금F-3 1.7L+금F-3 500ml,(금F31.7+금F3 500)*6,6,7150,42900,10000,60000,0.3986,-24,-4,0,0,,,
기본 대분류,세제외-A동,기타,003560,81-84,★면세★ 수삼2.2K중대,,3,25000,75000,33333,99999,0.3333,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,003562,08-37-02,백설 고소함가득 참기름 430ml (112),430ml*12,12,4500,54000,5000,60000,0.1111,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003563,04-21-01,다우니(패션)2.6L*6,2.6L*6,6,5600,33600,7000,42000,0.25,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003564,04-21-02,다우니(엘레강스)2.6L*6,2.6L*6,6,5600,33600,7000,42000,0.25,0,0,0,0,,,
기본 대분류,음료-B동,팔도,003565,22-04-01,비락식혜1.5 (48),1.5L*8,8,2529.375,20235,3125,25000,0.2355,506,63,2,0,,,
기본 대분류,음료-B동,코카콜라,003566,31-22-03,코카콜라제로190/126,190ml*30,30,510,15300,550,16500,0.0784,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003568,27-2-07,트레비레몬300ml,300ml*20,20,468,9360,550,11000,0.1752,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003569,81-22-01,조지아 크래프트 라떼470,470ml*24,24,1022.75,24546,1750,42000,0.7111,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003570,81-22-02,조지아 크래프트 스위트블랙470,470ml*24,24,1022.75,24546,1750,42000,0.7111,0,0,0,0,,,
기본 대분류,음료-B동,팔도,003571,22-04-06,비락수정과 1.5 (8입),1.5L*8,8,2678,21424,3000,24000,0.1202,-16,-2,0,0,,,
기본 대분류,통조림-C동,동원에프앤비,003572,11-38-02,동원고등어 300g(88),300g*24,24,1300,31200,2200,52800,0.6923,0,0,0,0,,,
기본 대분류,음료-B동,현대약품,003573,28-13-05,현대약품 비타업100ml (40),100ml*100,100,282.67,28267,350,35000,0.2382,6420,64,20,0,,,
기본 대분류,통조림-C동,동원에프앤비,003574,,[낱개] 더바삭한김10p/ (1세트),10p*1,1,6700,6700,7800,7800,0.1642,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003575,27-15-10,칠성사이다 제로355 업소용,355ml*24,24,604.2917,14503.0008,750,18000,0.2411,2928,122,0,0,,,
기본 대분류,세제외-A동,기타,003576,04-21-03,다우니(로맨스)2.6L*6,2.6L*6,6,6100,36600,7000,42000,0.1475,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003578,27-07-02,레쓰비175업소(143),175ml*30,30,294.4,8832,350,10500,0.1889,4650,155,0,0,,,
기본 대분류,세제외-A동,샘표,003579,03-18-09,샘표양조간장501 1.7ML+양조500ML (36),1.7L*6,6,11000,66000,13216.6667,79300.0002,0.2015,36,6,0,0,,,
기본 대분류,통조림-C동,남양유업,003582,21-108-110-11,남양프렌치카페커피믹스 140+20(40),(140+20)*4,4,17000,68000,20000,80000,0.1765,1695,423,3,0,,,
기본 대분류,음료-B동,팔도,003593,22-04-07,비락식혜500 (6입),500ml*6,6,884.1667,5305.0002,1216.6667,7300.0002,0.3761,0,0,0,0,,,
기본 대분류,음료-B동,매일유업,003594,,매일 마이까페라떼 아이스크림라떼,(220*10),10,871.2,8712,1000,10000,0.1478,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003596,,★면세★ 천연향신료 고추씨(수입산) 1kg,1kg*10,10,2400,24000,3200,32000,0.3333,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003597,27-37,롯데칠성 펩시제로슈거 라임향355 (업소용) (99),355ml*24,24,540.625,12975,666.6667,16000.0008,0.2331,18144,756,0,0,,,
기본 대분류,음료-B동,광동제약,003598,,광동비타500/100ml 업소용(40),(100ml*100),100,350,35000,400,40000,0.1429,0,0,0,0,,,
기본 대분류,음료-B동,팔도,003599,22-04-05,비락수정과238 (24입),238ml*24,24,494.4167,11866.0008,625,15000,0.2641,1152,48,0,0,,,
기본 대분류,음료-B동,광동제약,003600,20-123,광동 온더그린 400,400ml*24,24,780,18720,854.1667,20500.0008,0.0951,0,0,0,0,,,
기본 대분류,기타,기타,003601,,마트킹 환불 상계액,,1,5234276,5234276,5234276,5234276,0,42,42,0,0,,,
기본 대분류,세제외-A동,팔도,003602,22-36-01,꼬간초비빔면,145*32,32,930.0625,29762,1140.625,36500,0.2264,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,003603,22-36-02,꼬들김비빔면,140*32,32,930.0625,29762,1140.625,36500,0.2264,0,0,0,0,,,
기본 대분류,세제외-A동,큐원삼양,003604,15-63,큐원흑설탕1kg(42),1kg*16,16,2218.75,35500,4200,67200,0.893,33,2,1,0,,,
기본 대분류,음료-B동,롯데칠성음료,003605,27-39-01,델몬트망고캔 로어슈거180 / 롯데칠성,180ml*30,30,368.7273,11061.819,495.1,14853,0.3427,3090,103,0,0,,,
기본 대분류,세제외-A동,오뚜기,003606,,오뚜기밥200g(10입),(10입*3),3,8100,24300,9000,27000,0.1111,0,0,,0,,,
기본 대분류,세제외-A동,CJ제일제당,003607,15-15-06,Cj 햇반200g(10입)/64,200g*(10입*3),30,850,25500,1000,30000,0.1765,4560,152,0,0,,,
기본 대분류,세제외-A동,샘표,003609,03-18-08,★면세★ 샘표양조간장501 1.7ML+양조간장 860ML,양조1.7+양조860*6,6,9150,54900,11000,66000,0.2022,0,0,0,0,,,
기본 대분류,세제외-A동,해표사조,003610,15-06-04,사조해표 살코기참치85g (144),85g*48,48,850,40800,1200,57600,0.4118,0,0,0,0,,,
기본 대분류,세제외-A동,해표사조,003611,15-06-05,사조해표 고추참치85g(144),85g*48,48,850,40800,1300,62400,0.5294,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003612,31-03-08,몬스터 제로슈가(검정파랑) 355,355ml*24,24,1204.5417,28909.0008,1491.6667,35800.0008,0.2384,4032,168,0,0,,,
기본 대분류,음료-B동,남양유업,003613,21-10,남양 주전자보리차500ml (72),500ml*20,20,250,5000,550,11000,1.2,0,0,0,0,,,
기본 대분류,세제외-A동,기타,003616,,목우촌 식용유 18L(60),18L*1,1,65000,65000,75000,75000,0.1538,0,0,0,0,,,
기본 대분류,음료-B동,농심,003617,24-09,웰치스제로 포도355,355ml*24,24,612.5,14700,666.6667,16000.0008,0.0884,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003618,27-15-03,펩시콜라슬림245(업소용),(245ml*30),30,373.2655,11197.965,493.343,14800.29,0.3217,11970,399,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,003619,08-37-03,백설 고소함가득 참기름330ml*34캔,330ml*34,34,3100,105400,4129.4118,140400.0012,0.3321,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,003620,20-124,광동 온더게임 400,400ml*24,24,780,18720,854.1667,20500.0008,0.0951,0,0,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,003621,08-37-04,백설 고소함가득 참기름330ml*27캔,330ml*27,27,3100,83700,4888.8889,132000.00029999999,0.5771,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003622,27-37-07,펩시콜라제로500 (업소용),500ml*20,20,595.6,11912,800,16000,0.3432,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003623,27-08-01,칠성사이다슬림캔245(업소) (110),245ml*30,30,529.4545,15883.635000000002,703.6667,21110.001,0.329,14760,492,0,0,,,
기본 대분류,음료-B동,동아오츠카,003624,28-24-02,나랑드사이다제로/동아 500,500ml*20,20,797.65,15953,900,18000,0.1283,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,003625,31-22-02,코카콜라제로 355 (업소용),355ml*24,24,688.25,16518,866.6667,20800.0008,0.2592,20160,840,0,0,,,
기본 대분류,통조림-C동,청정원,003626,01-19-06,청정원 L6호(4세트)-(BOX)/32,,4,17500,70000,20000,80000,0.1429,-2,0,-2,0,,,
기본 대분류,음료-B동,동서식품,003627,24-703,동서스타벅스돌체(병)281ml(112),(281ml*16),16,2039.75,32636,2343.75,37500,0.149,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,003629,27-2-09,트레비플레인300ml,300ml*20,20,468,9360,550,11000,0.1752,680,34,0,0,,,
기본 대분류,음료-B동,대일,003630,35-16-01,참맑은 제주감귤175ml  (156),175ml*30,30,242.6667,7280.001,300,9000,0.2363,63330,2111,0,0,,,
기본 대분류,음료-B동,대일,003631,35-16-02,참맑은 파인애플175ml  (156),175ml*30,30,242.6667,7280.001,300,9000,0.2363,25860,862,0,0,,,
